
Session altered.

=== TABLES ===
TABLE_NAME|COMMENTS
BL_BATCH_LOG|
BL_BILLING|
BL_OVERDUE|
BL_PAYMENT|
CM_AUTH|
CM_CODE|
CM_CODE_GROUP|
CM_MENU|
CM_NOTIFICATION|
CM_ROLE|
CM_ROLE_AUTH|
CM_USER|
CM_USER_AUTH|
CT_CONTRACT|
CT_CUSTOMER|
CT_ENGINEER|
CT_EQUIPMENT|
CT_PRODUCT|
CT_VISIT|

=== COLUMNS ===
TABLE_NAME|COLUMN_NAME|DATA_TYPE|DATA_LENGTH|NULLABLE
CM_ROLE_AUTH|FK_CM_ROLE_AUTH_AUTH|FK|AUTH_CODE|PK_CM_AUTH
CM_ROLE_AUTH|FK_CM_ROLE_AUTH_ROLE|FK|ROLE_ID|PK_CM_ROLE
CM_ROLE_AUTH|UK_CM_ROLE_AUTH|UNIQUE|ROLE_ID,AUTH_CODE|
CM_USER|PK_CM_USER|PK|USER_ID|
CM_USER|FK_CM_USER_ROLE|FK|ROLE_ID|PK_CM_ROLE
CM_USER|UK_CM_USER_EMAIL|UNIQUE|EMAIL|
CM_USER_AUTH|PK_CM_USER_AUTH|PK|USER_AUTH_ID|
CM_USER_AUTH|FK_CM_USER_AUTH_AUTH|FK|AUTH_CODE|PK_CM_AUTH
CM_USER_AUTH|FK_CM_USER_AUTH_USER|FK|USER_ID|PK_CM_USER
CM_USER_AUTH|UK_CM_USER_AUTH|UNIQUE|USER_ID,AUTH_CODE|
CT_CONTRACT|PK_CT_CONTRACT|PK|CONTRACT_ID|
CT_CONTRACT|FK_CT_CONTRACT_CUSTOMER|FK|CUSTOMER_ID|PK_CT_CUSTOMER
CT_CONTRACT|FK_CT_CONTRACT_PRODUCT|FK|PRODUCT_ID|PK_CT_PRODUCT
CT_CONTRACT|UK_CT_CONTRACT_NO|UNIQUE|CONTRACT_NO|
CT_CUSTOMER|PK_CT_CUSTOMER|PK|CUSTOMER_ID|
CT_CUSTOMER|UK_CT_CUSTOMER_EMAIL|UNIQUE|EMAIL|
CT_CUSTOMER|UK_CT_CUSTOMER_NO|UNIQUE|CUSTOMER_NO|
CT_ENGINEER|PK_CT_ENGINEER|PK|ENGINEER_ID|
CT_ENGINEER|UK_CT_ENGINEER_CODE|UNIQUE|ENGINEER_CODE|
CT_EQUIPMENT|PK_CT_EQUIPMENT|PK|EQUIPMENT_ID|
CT_EQUIPMENT|UK_CT_EQUIPMENT_CODE|UNIQUE|EQUIPMENT_CODE|
CT_EQUIPMENT|UK_CT_EQUIPMENT_MODEL|UNIQUE|MODEL_NAME,MANUFACTURER|
CT_PRODUCT|PK_CT_PRODUCT|PK|PRODUCT_ID|
CT_PRODUCT|FK_CT_PRODUCT_EQUIPMENT|FK|EQUIPMENT_ID|PK_CT_EQUIPMENT
CT_PRODUCT|UK_CT_PRODUCT_CODE|UNIQUE|PRODUCT_CODE|
CT_VISIT|PK_CT_VISIT|PK|VISIT_ID|
CT_VISIT|FK_CT_VISIT_CONTRACT|FK|CONTRACT_ID|PK_CT_CONTRACT
CT_VISIT|FK_CT_VISIT_ENGINEER|FK|ENGINEER_ID|PK_CT_ENGINEER

=== INDEXES ===
TABLE_NAME|INDEX_NAME|UNIQUENESS|COLUMNS
BL_BATCH_LOG|IDX_BL_BATCH_LOG_TYPE_STATUS|NONUNIQUE|BATCH_TYPE,BATCH_STATUS
BL_BATCH_LOG|PK_BL_BATCH_LOG|UNIQUE|BATCH_LOG_ID
BL_BILLING|IDX_BL_BILLING_MONTH|NONUNIQUE|BILLING_MONTH,BILLING_STATUS
BL_BILLING|IDX_BL_BILLING_STATUS_DUE|NONUNIQUE|BILLING_STATUS,DUE_DATE
BL_BILLING|PK_BL_BILLING|UNIQUE|BILLING_ID
BL_BILLING|UK_BL_BILLING_CONTRACT_MONTH|UNIQUE|CONTRACT_ID,BILLING_MONTH
BL_BILLING|UK_BL_BILLING_NO|UNIQUE|BILLING_NO
BL_OVERDUE|IDX_BL_OVERDUE_CUSTOMER_RESOLVED|NONUNIQUE|CUSTOMER_ID,RESOLVED_AT
BL_OVERDUE|PK_BL_OVERDUE|UNIQUE|OVERDUE_ID
BL_OVERDUE|UK_BL_OVERDUE_BILLING|UNIQUE|BILLING_ID
BL_PAYMENT|IDX_BL_PAYMENT_BILLING|NONUNIQUE|BILLING_ID,PAYMENT_STATUS
BL_PAYMENT|IDX_BL_PAYMENT_DATE_METHOD|NONUNIQUE|PAYMENT_DATE,PAYMENT_METHOD
BL_PAYMENT|PK_BL_PAYMENT|UNIQUE|PAYMENT_ID
BL_PAYMENT|UK_BL_PAYMENT_NO|UNIQUE|PAYMENT_NO
BL_PAYMENT|UK_BL_PAYMENT_TOSS|UNIQUE|TOSS_ORDER_ID
CM_AUTH|IDX_CM_AUTH_MENU|NONUNIQUE|MENU_ID,SORT_ORDER
CM_AUTH|PK_CM_AUTH|UNIQUE|AUTH_CODE
CM_CODE|IDX_CM_CODE_GROUP|NONUNIQUE|GROUP_CODE,USE_YN,SORT_ORDER
CM_CODE|PK_CM_CODE|UNIQUE|CODE_ID
CM_CODE|UK_CM_CODE_GROUP_VALUE|UNIQUE|GROUP_CODE,CODE_VALUE
CM_CODE_GROUP|PK_CM_CODE_GROUP|UNIQUE|GROUP_CODE
CM_MENU|PK_CM_MENU|UNIQUE|MENU_ID
CM_NOTIFICATION|PK_CM_NOTIFICATION|UNIQUE|NOTIFICATION_ID
CM_ROLE|PK_CM_ROLE|UNIQUE|ROLE_ID
CM_ROLE|UK_CM_ROLE_CODE|UNIQUE|ROLE_CODE
CM_ROLE_AUTH|PK_CM_ROLE_AUTH|UNIQUE|ROLE_AUTH_ID
CM_ROLE_AUTH|UK_CM_ROLE_AUTH|UNIQUE|ROLE_ID,AUTH_CODE
CM_USER|PK_CM_USER|UNIQUE|USER_ID
CM_USER|UK_CM_USER_EMAIL|UNIQUE|EMAIL
CM_USER_AUTH|IDX_CM_USER_AUTH_USER|NONUNIQUE|USER_ID
CM_USER_AUTH|PK_CM_USER_AUTH|UNIQUE|USER_AUTH_ID
CM_USER_AUTH|UK_CM_USER_AUTH|UNIQUE|USER_ID,AUTH_CODE
CT_CONTRACT|IDX_CT_CONTRACT_CUSTOMER|NONUNIQUE|CUSTOMER_ID,CONTRACT_STATUS
CT_CONTRACT|IDX_CT_CONTRACT_END_DATE|NONUNIQUE|END_DATE,CONTRACT_STATUS
CT_CONTRACT|IDX_CT_CONTRACT_STATUS|NONUNIQUE|CONTRACT_STATUS
CT_CONTRACT|PK_CT_CONTRACT|UNIQUE|CONTRACT_ID
CT_CONTRACT|UK_CT_CONTRACT_NO|UNIQUE|CONTRACT_NO
CT_CUSTOMER|IDX_CT_CUSTOMER_NAME|NONUNIQUE|CUSTOMER_NAME
CT_CUSTOMER|IDX_CT_CUSTOMER_PHONE|NONUNIQUE|PHONE
CT_CUSTOMER|PK_CT_CUSTOMER|UNIQUE|CUSTOMER_ID
CT_CUSTOMER|UK_CT_CUSTOMER_EMAIL|UNIQUE|EMAIL
CT_CUSTOMER|UK_CT_CUSTOMER_NO|UNIQUE|CUSTOMER_NO
CT_ENGINEER|IDX_CT_ENGINEER_AREA|NONUNIQUE|AREA,USE_YN
CT_ENGINEER|PK_CT_ENGINEER|UNIQUE|ENGINEER_ID
CT_ENGINEER|UK_CT_ENGINEER_CODE|UNIQUE|ENGINEER_CODE
CT_EQUIPMENT|IDX_CT_EQUIPMENT_TYPE|NONUNIQUE|EQUIPMENT_TYPE,USE_YN
CT_EQUIPMENT|PK_CT_EQUIPMENT|UNIQUE|EQUIPMENT_ID
CT_EQUIPMENT|UK_CT_EQUIPMENT_CODE|UNIQUE|EQUIPMENT_CODE
CT_EQUIPMENT|UK_CT_EQUIPMENT_MODEL|UNIQUE|MODEL_NAME,MANUFACTURER
CT_PRODUCT|IDX_CT_PRODUCT_EQUIPMENT|NONUNIQUE|EQUIPMENT_ID,USE_YN
CT_PRODUCT|PK_CT_PRODUCT|UNIQUE|PRODUCT_ID
CT_PRODUCT|UK_CT_PRODUCT_CODE|UNIQUE|PRODUCT_CODE
CT_VISIT|IDX_CT_VISIT_CONTRACT|NONUNIQUE|CONTRACT_ID,VISIT_STATUS
CT_VISIT|IDX_CT_VISIT_ENGINEER_DATE|NONUNIQUE|ENGINEER_ID,SCHEDULED_DATE
CT_VISIT|PK_CT_VISIT|UNIQUE|VISIT_ID

=== SEQUENCES ===
SEQUENCE_NAME|LAST_NUMBER|INCREMENT_BY
SEQ_BL_BATCH_LOG|1|50
SEQ_BL_BILLING|1|50
SEQ_BL_OVERDUE|1|50
SEQ_BL_PAYMENT|1|50
SEQ_CM_CODE|1101|50
SEQ_CM_MENU|1251|50
SEQ_CM_NOTIFICATION|1|50
SEQ_CM_ROLE|151|50
SEQ_CM_ROLE_AUTH|5801|50
SEQ_CM_USER|1|50
SEQ_CM_USER_AUTH|1|50
SEQ_CT_CONTRACT|2502501|50
SEQ_CT_CUSTOMER|500001|50
SEQ_CT_ENGINEER|1|50
SEQ_CT_EQUIPMENT|251|50
SEQ_CT_PRODUCT|251|50
SEQ_CT_VISIT|1|50
